custid,retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,city_BOM,city_DEL,city_MAA,city_BLR,favday_Monday,favday_Tuesday,favday_Friday,favday_Thursday,favday_Wednesday,favday_Saturday,favday_Sunday,created_year,created_month,firstorder_year,firstorder_month,lastorder_year,lastorder_month
62CFZY,1,2013-12-04,2013-12-04,2013-12-20,22,45.45454545,9.090909091,51.84,0.1875,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
RZQXEN,1,2013-12-04,2013-12-04,2013-12-04,24,29.16666667,16.66666667,40.0,0.0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
6EW5LE,1,2013-12-04,2013-12-04,2013-12-04,26,23.07692308,0.0,31.0,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
XPFQX7,1,2013-12-04,2013-12-04,2013-12-04,23,17.39130435,0.0,45.02,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
MS5GY5,1,2013-11-07,2013-12-04,2013-12-04,24,20.83333333,0.0,40.2,0.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,10,2013,11,2013,11
CTSEB5,1,2013-12-04,2014-01-01,2014-01-01,23,8.695652174,8.695652174,54.56,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,11,2014,0,2014,0
KGMD8E,1,2013-12-04,2013-12-04,2014-01-15,27,14.81481481,7.407407407,47.71,0.047619048,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,11,2013,11,2014,0
8XQW6B,1,2013-12-04,2013-12-04,2014-01-06,27,51.85185185,22.22222222,42.85,0.060606061,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2014,0
3RVLDF,1,2013-12-04,2013-12-04,2013-12-04,27,0.0,0.0,29.0,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
YV7DKQ,1,2013-12-04,2013-12-04,2013-12-22,27,7.407407407,3.703703704,44.49,0.111111111,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
XVYDQE,1,2013-12-04,2013-12-04,2013-12-04,25,8.0,0.0,79.26,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
GH22HE,1,2013-12-04,2013-12-04,2013-12-04,8,87.5,12.5,40.02,0.0,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
ZPF7RD,1,2013-12-04,2013-12-04,2013-12-17,23,13.04347826,13.04347826,77.75,0.153846154,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,11,2013,11,2013,11
V4UQZJ,1,2013-12-04,2013-12-04,2013-12-04,21,23.80952381,9.523809524,31.0,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,11,2013,11,2013,11
FHQ56E,1,2013-12-04,2013-12-04,2013-12-04,20,50.0,20.0,35.0,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,11,2013,11,2013,11
3DHGVJ,1,2013-12-04,2013-12-04,2013-12-04,14,14.28571429,0.0,40.2,0.0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013,11,2013,11,2013,11
NAGFJ4,1,2013-12-04,2013-12-04,2013-12-15,23,47.82608696,8.695652174,42.54,0.181818182,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,11,2013,11,2013,11
ZCHJGH,1,2013-12-04,2013-12-04,2013-12-04,24,12.5,0.0,58.2,0.0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
78KQAY,1,2013-12-04,2013-12-04,2013-12-04,27,14.81481481,11.11111111,29.02,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
VVAN4G,1,2013-12-04,2013-12-04,2013-12-04,18,77.77777778,33.33333333,31.0,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,11,2013,11,2013,11
HU6YH9,1,2013-12-04,2013-12-04,2013-12-04,24,4.166666667,0.0,35.0,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,11,2013,11,2013,11
GNVNBH,0,2013-12-04,2013-12-04,2013-12-04,8,25.0,12.5,29.0,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,11,2013,11,2013,11
48BW9U,1,2013-12-04,2013-12-04,2013-12-04,21,47.61904762,14.28571429,29.0,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,11,2013,11,2013,11
TG4XBR,1,2013-12-04,2013-12-04,2013-12-04,27,22.22222222,7.407407407,35.0,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
BW3MGH,1,2013-12-04,2013-12-04,2013-12-04,21,85.71428571,4.761904762,87.59,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
A424CX,1,2013-12-04,2013-12-04,2013-12-16,18,94.44444444,50.0,47.53,0.166666667,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
DPCEJY,1,2013-12-04,2013-12-04,2013-12-04,24,8.333333333,4.166666667,35.02,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
C2PJ26,1,2013-12-04,2013-12-04,2013-12-04,25,40.0,8.0,31.0,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
9ZZTXQ,1,2013-12-04,2013-12-04,2013-12-04,27,14.81481481,3.703703704,45.02,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
TBHWXD,1,2013-12-04,2013-12-04,2013-12-04,21,61.9047619,0.0,29.02,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
953RZ4,1,2013-12-04,2013-12-04,2014-01-14,29,3.448275862,3.448275862,131.05,0.048780488,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,11,2013,11,2014,0
9UE6D9,1,2013-12-04,2013-12-04,2013-12-04,20,25.0,10.0,35.02,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
7MFDMN,1,2013-12-04,2013-12-04,2013-12-04,23,4.347826087,0.0,35.0,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,11,2013,11,2013,11
XYA8E3,1,2013-12-04,2013-12-04,2013-12-13,20,65.0,20.0,125.05,0.222222222,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
LE6AN2,1,2013-12-04,2013-12-04,2013-12-04,25,28.0,4.0,29.02,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
9C2A92,1,2013-12-04,2013-12-04,2013-12-04,23,52.17391304,4.347826087,35.0,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,11,2013,11,2013,11
4VFLRY,1,2013-12-04,2013-12-04,2013-12-04,24,41.66666667,4.166666667,35.02,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
VYMB9C,1,2013-12-04,2013-12-04,2013-12-04,25,36.0,8.0,48.4,0.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
DR2MPP,1,2013-12-04,2013-12-04,2014-01-12,24,45.83333333,12.5,29.28,0.051282051,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2014,0
HY5NMS,1,2013-12-04,2013-12-04,2013-12-04,21,19.04761905,4.761904762,29.0,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,11,2013,11,2013,11
A7B5FN,1,2013-12-04,2013-12-05,2013-12-05,23,60.86956522,13.04347826,80.39,0.0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,11,2013,11,2013,11
Z7S89H,1,2013-12-04,2013-12-04,2013-12-04,25,12.0,4.0,31.02,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
DM6BL4,1,2013-12-04,2013-12-04,2013-12-04,25,12.0,12.0,29.02,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
RHX82V,1,2013-12-04,2013-12-04,2013-12-04,26,7.692307692,3.846153846,35.02,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
9JTWTK,1,2013-12-04,2013-12-04,2013-12-04,25,0.0,0.0,29.02,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
RT4DYN,1,2013-12-04,2013-12-04,2013-12-04,21,23.80952381,9.523809524,31.0,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,11,2013,11,2013,11
FGEXJ8,1,2013-12-04,2013-12-04,2013-12-04,20,30.0,15.0,31.0,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,11,2013,11,2013,11
FJRG42,1,2013-12-04,2013-12-04,2013-12-04,22,9.090909091,4.545454545,35.0,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,11,2013,11,2013,11
QXV4BR,1,2013-12-04,2013-12-04,2013-12-26,22,63.63636364,18.18181818,91.11,0.136363636,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
G2WMLC,1,2013-12-04,2013-12-04,2013-12-04,21,66.66666667,9.523809524,29.02,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
NSFVD3,1,2013-12-04,2013-12-04,2013-12-04,19,100.0,5.263157895,31.02,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
ZW9V5B,1,2013-12-04,2013-12-06,2013-12-06,25,28.0,4.0,45.02,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
YZ3G8F,1,2013-12-04,2013-12-04,2013-12-04,23,13.04347826,8.695652174,35.0,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
27LH3Z,1,2013-12-04,2013-12-04,2013-12-04,25,8.0,0.0,35.02,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
89BGQ4,1,2013-12-04,2013-12-15,2013-12-15,27,44.44444444,18.51851852,51.88,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,11,2013,11,2013,11
N5YZGY,1,2013-12-04,2013-12-10,2013-12-10,21,33.33333333,4.761904762,42.52,0.0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,11,2013,11,2013,11
3FT9CZ,1,2013-12-04,2013-12-04,2013-12-04,24,16.66666667,8.333333333,34.08,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
RED3E4,1,2013-12-04,2013-12-04,2014-01-08,26,69.23076923,19.23076923,95.56,0.057142857,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,11,2013,11,2014,0
S93MMK,1,2013-12-04,2013-12-04,2013-12-04,21,42.85714286,9.523809524,35.02,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
2B25LY,1,2013-12-04,2013-12-04,2013-12-04,23,34.7826087,8.695652174,46.74,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
PRE8RN,0,2013-12-04,2013-12-04,2013-12-04,21,57.14285714,4.761904762,45.02,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
6SFBA8,1,2013-12-04,2013-12-04,2013-12-04,24,33.33333333,4.166666667,40.02,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
9FEAR7,1,2013-12-04,2013-12-04,2013-12-04,23,56.52173913,13.04347826,66.12,0.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
BM4XSL,1,2013-12-04,2013-12-04,2014-01-05,26,61.53846154,23.07692308,58.05,0.09375,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2014,0
VPNXNP,1,2013-12-04,2013-12-15,2013-12-15,26,57.69230769,23.07692308,51.4,0.0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
65L75K,1,2013-12-04,2013-12-04,2013-12-04,24,12.5,4.166666667,36.97,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
QP29EH,1,2013-12-04,2013-12-04,2014-01-15,32,100.0,40.625,69.16,0.19047619,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,11,2013,11,2014,0
YJ2BQB,1,2013-11-18,2013-12-04,2013-12-04,22,54.54545455,4.545454545,48.86,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,10,2013,11,2013,11
PXJQDR,0,2013-12-04,2013-12-04,2013-12-04,16,50.0,0.0,45.02,0.0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
ME94ZF,1,2013-12-04,2013-12-04,2013-12-04,6,33.33333333,0.0,40.2,0.0,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,11,2013,11,2013,11
H2TS75,1,2013-12-04,2013-12-04,2013-12-04,26,50.0,15.38461538,45.02,0.0,1,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
92JBMG,1,2013-12-04,2013-12-04,2013-12-04,23,39.13043478,0.0,36.97,0.0,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
GAWRHS,1,2013-12-06,2013-12-06,2013-12-29,30,76.66666667,23.33333333,23.63,0.217391304,1,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
PUMHKL,1,2013-12-05,2013-12-05,2014-01-19,38,92.10526316,42.10526316,32.6,0.2,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2014,0
QRGF3J,1,2013-12-05,2013-12-05,2013-12-05,20,45.0,10.0,98.38,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
LUD5H6,0,2013-12-05,2013-12-05,2013-12-30,27,37.03703704,14.81481481,36.95,0.08,1,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
EZYK5W,1,2013-12-05,2013-12-11,2013-12-22,28,17.85714286,14.28571429,51.33,0.181818182,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
4TZ3N6,1,2013-12-05,2013-12-05,2013-12-05,24,54.16666667,0.0,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
Y5NTAS,1,2013-12-05,2013-12-05,2013-12-05,10,40.0,10.0,46.45,0.0,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
2GACLE,1,2013-12-05,2013-12-05,2013-12-05,22,90.90909091,4.545454545,40.02,0.0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
3LRX4P,1,2013-12-05,2013-12-05,2014-01-19,31,58.06451613,16.12903226,51.97,0.133333333,1,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2014,0
N4APX4,1,2013-12-05,2013-12-05,2013-12-05,23,78.26086957,4.347826087,40.02,0.0,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
4XYUVX,1,2013-12-05,2013-12-05,2013-12-05,28,32.14285714,17.85714286,45.02,0.0,1,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
D8JUFR,1,2013-12-05,2013-12-12,2013-12-12,27,7.407407407,3.703703704,40.02,0.0,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
9XQ7NH,1,2013-12-05,2013-12-05,2014-01-06,30,70.0,36.66666667,123.18,0.125,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2014,0
C2USSL,1,2013-12-05,2013-12-05,2013-12-05,26,7.692307692,3.846153846,40.02,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
L343RF,1,2013-12-05,2013-12-05,2013-12-05,26,23.07692308,11.53846154,40.02,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
CGJF9E,1,2013-12-05,2013-12-05,2013-12-05,25,12.0,0.0,42.84,0.0,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
6QLPV8,0,2013-12-05,2013-12-05,2013-12-05,7,71.42857143,0.0,29.02,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
KRABCG,1,2013-12-05,2013-12-05,2013-12-05,26,15.38461538,3.846153846,40.02,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
V3CXCK,1,2013-12-05,2013-12-05,2013-12-05,28,7.142857143,3.571428571,31.02,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
T6XGUP,1,2013-12-05,2013-12-05,2013-12-05,24,37.5,8.333333333,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
8QQXPU,1,2013-12-04,2013-12-05,2013-12-05,23,0.0,0.0,40.02,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
DECW2H,1,2013-12-05,2013-12-05,2013-12-05,20,95.0,0.0,35.0,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,11,2013,11,2013,11
223KBA,1,2013-12-05,2013-12-05,2013-12-05,26,38.46153846,23.07692308,40.2,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
87G77C,1,2013-12-05,2013-12-05,2013-12-05,21,42.85714286,14.28571429,31.02,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
NYWSPW,1,2013-12-05,2013-12-05,2013-12-05,14,21.42857143,0.0,45.02,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
S2DHMU,0,2013-12-05,2013-12-05,2013-12-05,19,42.10526316,10.52631579,31.0,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
BDHZ92,1,2013-12-05,2013-12-05,2013-12-05,13,38.46153846,7.692307692,35.0,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013,11,2013,11,2013,11
PJ7MAK,1,2013-12-05,2013-12-05,2013-12-05,26,53.84615385,7.692307692,40.02,0.0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
5WNXLW,0,2013-12-05,2013-12-05,2013-12-05,9,88.88888889,0.0,35.0,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
NXCAG5,1,2013-12-05,2013-12-05,2013-12-05,27,0.0,0.0,45.02,0.0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
8HZVR5,1,2013-12-05,2013-12-05,2013-12-05,26,0.0,0.0,29.02,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
7RKHMY,1,2013-12-05,2013-12-05,2013-12-05,27,0.0,0.0,31.02,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
QHB5RM,1,2013-12-05,2013-12-05,2013-12-05,26,7.692307692,3.846153846,31.0,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
ZDCT4V,1,2013-12-05,2013-12-05,2013-12-05,27,0.0,0.0,35.0,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
CNH6GG,1,2013-12-05,2013-12-05,2013-12-05,26,11.53846154,3.846153846,35.21,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013,11,2013,11,2013,11
GFMMX3,1,2013-12-05,2013-12-14,2014-01-11,30,10.0,6.666666667,46.12,0.071428571,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2014,0
QXN7AM,0,2013-12-05,2013-12-05,2013-12-05,20,25.0,20.0,35.0,0.0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013,11,2013,11,2013,11
3KQR7E,1,2013-12-05,2013-12-12,2013-12-12,27,14.81481481,3.703703704,55.19,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
5LF2G2,1,2013-12-05,2013-12-05,2013-12-05,25,28.0,12.0,82.81,0.0,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
J5ZB4Q,1,2013-12-05,2013-12-05,2013-12-05,27,7.407407407,7.407407407,31.0,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
YTPUQR,1,2013-12-05,2013-12-05,2013-12-05,11,18.18181818,9.090909091,29.0,0.0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
A6RQX2,1,2013-12-04,2013-12-05,2014-01-16,32,31.25,9.375,43.87,0.071428571,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2014,0
GJ5WKT,1,2013-12-05,2013-12-05,2013-12-05,26,0.0,0.0,29.0,0.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
KE6FZR,1,2013-12-05,2013-12-05,2014-01-04,25,32.0,12.0,32.11,0.133333333,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2014,0
5DFFPA,1,2013-12-05,2013-12-05,2013-12-05,21,95.23809524,0.0,45.02,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
V92D8Q,1,2013-12-05,2013-12-05,2013-12-05,27,11.11111111,3.703703704,40.2,0.0,1,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
HM7JS8,1,2013-12-05,2013-12-06,2013-12-06,25,12.0,4.0,40.2,0.0,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,11,2013,11,2013,11
